STATENAME,URL,WEBSITE,ACTIVITY LEVEL,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,SEASON
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Feb-08-2014,6,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Feb-15-2014,7,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Feb-22-2014,8,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-01-2014,9,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-08-2014,10,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-15-2014,11,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-22-2014,12,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-29-2014,13,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-05-2014,14,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-12-2014,15,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-19-2014,16,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-26-2014,17,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-03-2014,18,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-10-2014,19,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-17-2014,20,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-24-2014,21,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-31-2014,22,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-07-2014,23,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-14-2014,24,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-21-2014,25,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-28-2014,26,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-05-2014,27,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-12-2014,28,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-19-2014,29,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-26-2014,30,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-02-2014,31,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-09-2014,32,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-16-2014,33,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-23-2014,34,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-30-2014,35,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-06-2014,36,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-13-2014,37,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-20-2014,38,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-27-2014,39,2013-14
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-04-2014,40,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-11-2014,41,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-18-2014,42,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-25-2014,43,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-01-2014,44,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Nov-08-2014,45,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-15-2014,46,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Nov-22-2014,47,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Nov-29-2014,48,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Dec-06-2014,49,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 7,Moderate,Dec-13-2014,50,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 9,High,Dec-20-2014,51,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 10,High,Dec-27-2014,52,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 10,High,Jan-03-2015,53,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 10,High,Jan-10-2015,1,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 10,High,Jan-17-2015,2,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 10,High,Jan-24-2015,3,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 10,High,Jan-31-2015,4,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 10,High,Feb-07-2015,5,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 7,Moderate,Feb-14-2015,6,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 6,Moderate,Feb-21-2015,7,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Feb-28-2015,8,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 4,Low,Mar-07-2015,9,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Mar-14-2015,10,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 4,Low,Mar-21-2015,11,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Mar-28-2015,12,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Apr-04-2015,13,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Apr-11-2015,14,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-18-2015,15,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Apr-25-2015,16,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 6,Moderate,May-02-2015,17,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-09-2015,18,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-16-2015,19,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,May-23-2015,20,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-30-2015,21,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jun-06-2015,22,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jun-13-2015,23,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jun-20-2015,24,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jun-27-2015,25,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jul-04-2015,26,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-29-2015,34,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-22-2015,33,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Aug-15-2015,32,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Aug-08-2015,31,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jul-11-2015,27,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jul-18-2015,28,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jul-25-2015,29,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Aug-01-2015,30,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Sep-26-2015,38,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Sep-19-2015,37,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-12-2015,36,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Sep-05-2015,35,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-10-2015,40,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-03-2015,39,2014-15
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-17-2015,41,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-24-2015,42,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-31-2015,43,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-07-2015,44,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-14-2015,45,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-21-2015,46,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-28-2015,47,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-05-2015,48,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-12-2015,49,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-19-2015,50,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-26-2015,51,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jan-02-2016,52,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Jan-09-2016,1,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jan-16-2016,2,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jan-23-2016,3,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Jan-30-2016,4,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 4,Low,Feb-06-2016,5,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Feb-13-2016,6,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 4,Low,Feb-20-2016,7,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Feb-27-2016,8,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Mar-05-2016,9,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 4,Low,Mar-12-2016,10,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Mar-19-2016,11,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Mar-26-2016,12,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Apr-02-2016,13,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Apr-09-2016,14,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-16-2016,15,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-23-2016,16,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-30-2016,17,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,May-07-2016,18,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-14-2016,19,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-21-2016,20,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-28-2016,21,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-04-2016,22,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-11-2016,23,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jun-18-2016,24,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-25-2016,25,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-02-2016,26,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-09-2016,27,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-16-2016,28,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-23-2016,29,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-30-2016,30,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-06-2016,31,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-13-2016,32,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-20-2016,33,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-27-2016,34,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-03-2016,35,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-10-2016,36,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-17-2016,37,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Sep-24-2016,38,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-01-2016,39,2015-16
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-08-2016,40,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-15-2016,41,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-22-2016,42,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-29-2016,43,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-05-2016,44,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-12-2016,45,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-19-2016,46,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-26-2016,47,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-03-2016,48,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-10-2016,49,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Dec-17-2016,50,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-24-2016,51,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 4,Low,Dec-31-2016,52,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Jan-07-2017,1,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Jan-14-2017,2,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 6,Moderate,Jan-21-2017,3,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Jan-28-2017,4,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Feb-04-2017,5,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Feb-11-2017,6,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 4,Low,Feb-18-2017,7,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Feb-25-2017,8,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-04-2017,9,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Mar-11-2017,10,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-18-2017,11,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-25-2017,12,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-01-2017,13,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-08-2017,14,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-15-2017,15,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-22-2017,16,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-29-2017,17,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-06-2017,18,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-13-2017,19,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-20-2017,20,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-27-2017,21,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-03-2017,22,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-10-2017,23,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-17-2017,24,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-24-2017,25,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-01-2017,26,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-08-2017,27,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-15-2017,28,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-22-2017,29,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-29-2017,30,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-05-2017,31,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-12-2017,32,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-19-2017,33,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-26-2017,34,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-02-2017,35,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-09-2017,36,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-16-2017,37,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-23-2017,38,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-30-2017,39,2016-17
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-07-2017,40,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-14-2017,41,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-21-2017,42,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-28-2017,43,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-04-2017,44,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-11-2017,45,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-18-2017,46,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-25-2017,47,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Dec-02-2017,48,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-09-2017,49,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-16-2017,50,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Dec-23-2017,51,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-30-2017,52,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Jan-06-2018,1,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 7,Moderate,Jan-13-2018,2,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 6,Moderate,Jan-20-2018,3,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Jan-27-2018,4,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 6,Moderate,Feb-03-2018,5,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Feb-10-2018,6,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 4,Low,Feb-17-2018,7,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Feb-24-2018,8,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Mar-03-2018,9,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-10-2018,10,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-17-2018,11,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Mar-24-2018,12,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Mar-31-2018,13,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-07-2018,14,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-14-2018,15,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-21-2018,16,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-28-2018,17,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-05-2018,18,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-12-2018,19,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-19-2018,20,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-26-2018,21,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-02-2018,22,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-09-2018,23,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-16-2018,24,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-23-2018,25,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-30-2018,26,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-07-2018,27,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-14-2018,28,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-21-2018,29,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-28-2018,30,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-04-2018,31,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-11-2018,32,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-18-2018,33,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-25-2018,34,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-01-2018,35,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-08-2018,36,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-15-2018,37,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Sep-22-2018,38,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Sep-29-2018,39,2017-18
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-06-2018,40,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-13-2018,41,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-20-2018,42,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Oct-27-2018,43,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-03-2018,44,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-10-2018,45,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Nov-17-2018,46,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Nov-24-2018,47,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-01-2018,48,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-08-2018,49,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-15-2018,50,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Dec-22-2018,51,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Dec-29-2018,52,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 2,Minimal,Jan-05-2019,1,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Jan-12-2019,2,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 4,Low,Jan-19-2019,3,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Jan-26-2019,4,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Feb-02-2019,5,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 9,High,Feb-09-2019,6,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 6,Moderate,Feb-16-2019,7,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 7,Moderate,Feb-23-2019,8,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Mar-02-2019,9,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Mar-09-2019,10,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 3,Minimal,Mar-16-2019,11,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 4,Low,Mar-23-2019,12,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 5,Low,Mar-30-2019,13,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-06-2019,14,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-13-2019,15,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-20-2019,16,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Apr-27-2019,17,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-04-2019,18,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-11-2019,19,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-18-2019,20,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,May-25-2019,21,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 1,Minimal,Jun-01-2019,22,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-08-2019,23,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-15-2019,24,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-22-2019,25,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jun-29-2019,26,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-06-2019,27,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-13-2019,28,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-20-2019,29,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Jul-27-2019,30,2018-19
Idaho,http://flu.idaho.gov,Influenza,Level 0,Insufficient Data,Aug-03-2019,31,2018-19
